raceId,driverId,qPosition,qBestTime
202305,11,17,1:26.734
202305,12,15,1:26.657
202305,13,6,1:26.351
202305,14,12,1:26.586
202305,15,14,1:26.601
202305,16,18,1:26.736
202305,17,20,1:26.904
202305,18,19,1:26.838
202305,19,16,1:26.683
202305,20,11,1:26.584
202306,1,1,1:21.718
202306,2,2,1:22.477
202306,4,6,1:22.818
202306,21,4,1:22.657
202306,5,5,1:22.781
202306,6,3,1:22.589
202306,7,7,1:22.852
202306,8,9,1:22.990
202306,9,17,1:23.242
202306,10,15,1:23.234
202306,11,16,1:23.237
202306,12,8,1:22.906
202306,13,11,1:23.064
202306,14,10,1:23.008
202306,15,14,1:23.185
202306,16,18,1:23.282
202306,17,20,1:23.436
202306,18,19,1:23.414
202306,19,12,1:23.079
202306,20,13,1:23.109
202307,1,1,1:22.974
202307,2,2,1:23.393
202307,4,3,1:23.818
202307,21,4,1:23.890
202307,5,5,1:23.976
202307,6,13,1:24.166
202307,7,6,1:23.990
202307,8,7,1:24.065
202307,9,12,1:24.162
202307,10,14,1:24.188
202307,11,10,1:24.146
202307,12,8,1:24.098
202307,13,11,1:24.156
202307,14,9,1:24.125
202307,15,18,1:24.512
202307,16,17,1:24.396
202307,17,19,1:24.547
202307,18,20,1:24.683
202307,19,16,1:24.388
202307,20,15,1:24.214
202308,1,1,1:22.829
202308,2,2,1:23.386
202308,4,5,1:23.810
202308,21,8,1:23.902
202308,5,4,1:23.699
202308,6,3,1:23.693
202308,7,7,1:23.875
202308,8,9,1:23.917
202308,9,14,1:24.231
202308,10,17,1:24.323
202308,11,12,1:24.127
202308,12,13,1:24.215
202308,13,6,1:23.865
202308,14,10,1:24.052
202308,15,19,1:24.435
202308,16,15,1:24.258
202308,17,20,1:24.579
202308,18,18,1:24.398
202308,19,16,1:24.302
202308,20,11,1:24.117
202309,1,1,1:31.019
202309,2,2,1:31.684
202309,4,4,1:32.023
202309,21,5,1:32.024
202309,5,3,1:31.897
202309,6,6,1:32.062
202309,7,8,1:32.218
202309,8,10,1:32.293
202309,9,7,1:32.151
202309,10,12,1:32.349
202309,11,13,1:32.437
202309,12,14,1:32.456
202309,13,11,1:32.338
202309,14,15,1:32.488
202309,15,17,1:32.532
202309,16,16,1:32.527
202309,17,20,1:32.806
202309,18,19,1:32.708
202309,19,18,1:32.565
202309,20,9,1:32.266
202310,1,1,1:25.536
202310,2,2,1:25.695
202310,4,7,1:26.497
202310,21,5,1:26.413
202310,5,4,1:26.399
202310,6,3,1:26.394
202310,7,14,1:26.743
202310,8,6,1:26.455
202310,9,13,1:26.718
202310,10,17,1:26.805
202310,11,12,1:26.694
202310,12,18,1:26.843
202310,13,10,1:26.642
202310,14,9,1:26.634
202310,15,15,1:26.770
202310,16,11,1:26.682
202310,17,19,1:26.911
202310,18,20,1:27.177
202310,19,8,1:26.588
202310,20,16,1:26.780
202311,1,1,1:28.855
202311,2,2,1:29.084
202311,4,5,1:29.830
202311,21,9,1:29.967
202311,5,3,1:29.662
202311,6,6,1:29.856
202311,7,11,1:30.032
202311,8,4,1:29.802
202311,9,13,1:30.088
202311,10,12,1:30.053
202311,11,8,1:29.943
202311,12,16,1:30.283
202311,13,7,1:29.901
202311,14,15,1:30.125
202311,15,17,1:30.301
202311,16,20,1:30.517
202311,17,18,1:30.382
202311,18,19,1:30.385
202311,19,14,1:30.109
202311,20,10,1:30.030
202312,1,2,1:29.144
202312,2,1,1:29.021
202312,4,8,1:30.075
202312,21,5,1:29.813
202312,5,3,1:29.585
202312,6,4,1:29.601
202312,7,7,1:30.069
202312,8,6,1:29.887
202312,9,11,1:30.142
202312,10,13,1:30.215
202312,11,16,1:30.306
202312,12,10,1:30.133
202312,13,9,1:30.088
202312,14,12,1:30.177
202312,15,18,1:30.402
202312,16,20,1:30.559
202312,17,17,1:30.360
202312,18,19,1:30.414
202312,19,15,1:30.250
202312,20,14,1:30.246
202313,1,1,1:20.998
202313,2,2,1:21.653
202313,4,3,1:21.899
202313,21,10,1:22.323
202313,5,9,1:22.318
202313,6,4,1:22.151
202313,7,8,1:22.295
202313,8,6,1:22.197
202313,9,12,1:22.406
202313,10,13,1:22.421
202313,11,16,1:22.558
202313,12,14,1:22.504
202313,13,7,1:22.274
202313,14,5,1:22.187
202313,15,18,1:22.736
202313,16,15,1:22.535
202313,17,19,1:22.745
202313,18,20,1:22.954
202313,19,17,1:22.561
202313,20,11,1:22.359
202314,1,1,1:26.439
202314,2,2,1:26.730
202314,4,3,1:27.126
202314,21,8,1:27.520
202314,5,5,1:27.402
202314,6,4,1:27.326
202314,7,13,1:27.640
202314,8,12,1:27.615
202314,9,14,1:27.651
202314,10,6,1:27.512
202314,11,10,1:27.533
202314,12,17,1:27.824
202314,13,11,1:27.579
202314,14,9,1:27.532
202314,15,16,1:27.749
202314,16,18,1:27.860
202314,17,19,1:27.927
202314,18,20,1:28.173
202314,19,7,1:27.517
202314,20,15,1:27.739
202315,1,1,1:30.752
202315,2,2,1:31.115
202315,4,3,1:31.492
202315,21,6,1:31.662
202315,5,4,1:31.635
202315,6,5,1:31.646
202315,7,7,1:31.742
202315,8,14,1:31.979
202315,9,10,1:31.838
202315,10,9,1:31.793
202315,11,16,1:32.031
202315,12,12,1:31.952
202315,13,15,1:31.995
202315,14,11,1:31.881
202315,15,17,1:32.031
202315,16,19,1:32.154
202315,17,20,1:32.205
202315,18,18,1:32.143
202315,19,13,1:31.976
202315,20,8,1:31.745
202316,1,1,1:28.407
202316,2,2,1:28.625
202316,4,3,1:29.108
202316,21,5,1:29.369
202316,5,6,1:29.441
202316,6,4,1:29.343
202316,7,7,1:29.494
202316,8,10,1:29.563
202316,9,9,1:29.560
202316,10,13,1:29.675
202316,11,18,1:29.791
202316,12,11,1:29.627
202316,13,16,1:29.751
202316,14,12,1:29.637
202316,15,14,1:29.703
202316,16,17,1:29.755
202316,17,20,1:29.944
202316,18,19,1:29.897
202316,19,8,1:29.532
202316,20,15,1:29.746
202317,1,1,1:28.560
202317,2,2,1:28.842
202317,4,3,1:29.175
202317,21,8,1:29.558
202317,5,5,1:29.512
202317,6,6,1:29.532
202317,7,7,1:29.533
202317,8,10,1:29.679
202317,9,14,1:29.754
202317,10,12,1:29.710
202317,11,16,1:29.848
202317,12,11,1:29.706
202317,13,17,1:29.850
202317,14,4,1:29.416
202317,15,15,1:29.805
202317,16,18,1:29.884
202317,17,19,1:29.894
202317,18,20,1:29.912
202317,19,13,1:29.746
202317,20,9,1:29.586
202318,1,1,1:28.170
202318,2,2,1:28.223
202318,4,7,1:29.050
202318,21,13,1:29.190
202318,5,5,1:28.867
202318,6,4,1:28.860
202318,7,3,1:28.768
202318,8,6,1:29.036
202318,9,8,1:29.085
202318,10,9,1:29.139
202318,11,17,1:29.366
202318,12,19,1:29.410
202318,13,16,1:29.325
202318,14,12,1:29.185
202318,15,11,1:29.176
202318,16,14,1:29.231
202318,17,15,1:29.253
202318,18,20,1:29.534
202318,19,10,1:29.169
202318,20,18,1:29.367
202319,1,1,1:21.458
202319,2,2,1:21.909
202319,4,5,1:22.617
202319,21,4,1:22.580
202319,5,6,1:22.648
202319,6,9,1:22.714
202319,7,8,1:22.701
202319,8,3,1:22.491
202319,9,10,1:22.716
202319,10,12,1:22.767
202319,11,15,1:22.908
202319,12,16,1:22.943
202319,13,7,1:22.685
202319,14,14,1:22.776
202319,15,17,1:23.047
202319,16,20,1:23.251
202319,17,19,1:23.190
202319,18,18,1:23.104
202319,19,11,1:22.765
202319,20,13,1:22.769
202320,1,1,1:28.887
202320,2,2,1:29.147
202320,4,3,1:29.821
202320,21,9,1:30.002
202320,5,4,1:29.835
202320,6,6,1:29.958
202320,7,8,1:29.984
202320,8,7,1:29.962
202320,9,11,1:30.121
202320,10,12,1:30.134
202320,11,18,1:30.371
202320,12,13,1:30.243
202320,13,16,1:30.271
202320,14,5,1:29.918
202320,15,17,1:30.319
202320,16,15,1:30.264
202320,17,20,1:30.583
202320,18,19,1:30.452
202320,19,14,1:30.264
202320,20,10,1:30.012
202321,1,1,1:19.347
202321,2,2,1:19.606
202321,4,7,1:20.441
202321,21,12,1:20.517
202321,5,5,1:20.378
202321,6,3,1:20.149
202321,7,8,1:20.478
202321,8,9,1:20.481
202321,9,11,1:20.515
202321,10,10,1:20.506
202321,11,6,1:20.433
202321,12,15,1:20.615
202321,13,13,1:20.547
202321,14,4,1:20.294
202321,15,17,1:20.715
202321,16,20,1:20.922
202321,17,16,1:20.665
202321,18,18,1:20.735
202321,19,14,1:20.567
202321,20,19,1:20.793
202322,1,1,1:26.472
202322,2,2,1:27.008
202322,4,3,1:27.474
202322,21,4,1:27.528
202322,5,7,1:27.577
202322,6,5,1:27.539
202322,7,11,1:27.685
202322,8,8,1:27.596
202322,9,10,1:27.671
202322,10,6,1:27.556
202322,11,16,1:27.865
202322,12,18,1:28.068
202322,13,12,1:27.761
202322,14,14,1:27.838
202322,15,9,1:27.663
202322,16,17,1:27.939
202322,17,20,1:28.401
202322,18,19,1:28.140
202322,19,15,1:27.846
202322,20,13,1:27.794
202401,1,1,1:22.700
202401,2,2,1:22.828
202401,4,3,1:23.258
202401,3,4,1:23.278
202401,5,5,1:23.474
202401,6,7,1:23.631
202401,7,6,1:23.564
202401,8,10,1:23.707
202401,9,15,1:23.864
202401,23,14,1:23.848
202401,11,19,1:24.076
202401,12,12,1:23.768
202401,13,13,1:23.820
202401,14,8,1:23.646
202401,15,16,1:23.972
202401,16,9,1:23.685
202401,17,20,1:24.183
202401,18,11,1:23.752
202401,19,17,1:23.982
202401,20,18,1:23.996
202402,1,1,1:19.950
202402,2,2,1:20.067
202402,4,4,1:20.670
202402,3,3,1:20.450
202402,5,8,1:20.854
202402,6,7,1:20.841
202402,7,5,1:20.706
202402,8,6,1:20.736
202402,9,13,1:21.089
202402,23,14,1:21.128
202402,11,12,1:21.088
202402,12,18,1:21.271
202402,13,17,1:21.256
202402,14,9,1:21.007
202402,15,20,1:21.294
202402,16,10,1:21.041
202402,17,11,1:21.050
202402,18,16,1:21.222
202402,19,19,1:21.277
202402,20,15,1:21.157
202403,1,1,1:26.092
202403,2,2,1:26.422
202403,4,3,1:26.572
202403,3,5,1:26.740
202403,5,4,1:26.695
202403,6,8,1:26.901
202403,7,15,1:27.200
202403,8,9,1:26.993
202403,9,11,1:27.074
202403,23,13,1:27.132
202403,11,14,1:27.165
202403,12,10,1:27.010
202403,13,6,1:26.797
202403,14,7,1:26.834
202403,15,16,1:27.241
202403,16,18,1:27.352
202403,17,17,1:27.253
202403,18,20,1:27.516
202403,19,19,1:27.395
202403,20,12,1:27.128
202404,1,1,1:19.855
202404,2,2,1:20.084
202404,4,4,1:20.504
202404,3,3,1:20.352
202404,5,7,1:20.763
202404,6,6,1:20.637
202404,7,8,1:20.788
202404,8,5,1:20.617
202404,9,13,1:20.917
202404,23,10,1:20.831
202404,11,16,1:21.025
202404,12,15,1:20.969
202404,13,11,1:20.869
202404,14,14,1:20.927
202404,15,12,1:20.891
202404,16,17,1:21.028
202404,17,19,1:21.140
202404,18,18,1:21.137
202404,19,20,1:21.162
202404,20,9,1:20.806
202405,1,1,1:30.180
202405,2,2,1:30.379
202405,4,4,1:30.808
202405,3,3,1:30.736
202405,5,10,1:31.174
202405,6,8,1:31.081
202405,7,11,1:31.204
202405,8,7,1:31.058
202405,9,13,1:31.311
202405,23,18,1:31.484
202405,11,12,1:31.272
202405,12,19,1:31.565
202405,13,5,1:30.978
202405,14,6,1:30.979
202405,15,16,1:31.377
202405,16,15,1:31.377
202405,17,14,1:31.374
202405,18,20,1:31.609
202405,19,9,1:31.157
202405,20,17,1:31.457
202406,1,1,1:28.514
202406,2,2,1:28.680
202406,4,3,1:29.095
202406,3,4,1:29.164
202406,5,13,1:29.645
202406,6,6,1:29.399
202406,7,5,1:29.391
202406,8,7,1:29.522
202406,9,18,1:29.953
202406,23,16,1:29.820
202406,11,14,1:29.745
202406,12,10,1:29.626
202406,13,8,1:29.525
202406,14,9,1:29.618
202406,15,17,1:29.864
202406,16,12,1:29.644
202406,17,20,1:30.088
202406,18,19,1:30.002
202406,19,15,1:29.783
202406,20,11,1:29.628
202407,1,1,1:21.909
202407,2,2,1:22.149
202407,4,4,1:22.389
202407,3,3,1:22.167
202407,5,12,1:23.031
202407,6,6,1:22.750
202407,7,9,1:22.908
202407,8,5,1:22.584
202407,9,17,1:23.148
202407,23,10,1:22.997
202407,11,16,1:23.139
202407,12,11,1:23.016
202407,13,7,1:22.782
202407,14,8,1:22.834
202407,15,15,1:23.112
202407,16,14,1:23.090
202407,17,19,1:23.262
202407,18,18,1:23.190
202407,19,20,1:23.312
202407,20,13,1:23.062
202408,1,1,1:19.905
202408,2,2,1:20.257
202408,4,4,1:20.497
202408,3,3,1:20.351
202408,5,10,1:20.995
202408,6,8,1:20.962
202408,7,6,1:20.862
202408,8,5,1:20.755
202408,9,18,1:21.349
202408,23,13,1:21.047
202408,11,12,1:21.032
202408,12,16,1:21.133
202408,13,7,1:20.897
202408,14,11,1:21.024
202408,15,15,1:21.057
202408,16,14,1:21.057
202408,17,19,1:21.358
202408,18,20,1:21.474
202408,19,17,1:21.227
202408,20,9,1:20.989
202409,1,1,1:19.659
202409,2,2,1:19.966
202409,4,4,1:20.466
202409,3,3,1:20.271
202409,5,6,1:20.658
202409,6,12,1:20.786
202409,7,7,1:20.682
202409,8,5,1:20.646
202409,9,17,1:21.062
202409,23,8,1:20.697
202409,11,14,1:20.892
202409,12,10,1:20.725
202409,13,9,1:20.720
202409,14,11,1:20.785
202409,15,18,1:21.072
202409,16,19,1:21.099
202409,17,20,1:21.125
202409,18,16,1:20.926
202409,19,15,1:20.916
202409,20,13,1:20.862
202410,1,1,1:30.020
202410,2,2,1:30.159
202410,4,3,1:30.467
202410,3,4,1:30.475
202410,5,8,1:30.803
202410,6,6,1:30.787
202410,7,7,1:30.794
202410,8,5,1:30.637
202410,9,12,1:30.947
202410,23,11,1:30.921
202410,11,17,1:31.149
202410,12,9,1:30.890
202410,13,10,1:30.921
202410,14,14,1:30.983
202410,15,18,1:31.150
202410,16,16,1:31.124
202410,17,20,1:31.243
202410,18,19,1:31.198
202410,19,13,1:30.952
202410,20,15,1:31.091
202411,1,1,1:23.078
202411,2,2,1:23.373
202411,4,4,1:23.690
202411,3,3,1:23.514
202411,5,7,1:23.928
202411,6,9,1:24.048
202411,7,5,1:23.861
202411,8,6,1:23.913
202411,9,14,1:24.218
202411,23,12,1:24.168
202411,11,10,1:24.068
202411,12,17,1:24.332
202411,13,8,1:23.945
202411,14,11,1:24.163
202411,15,16,1:24.330
202411,16,15,1:24.250
202411,17,18,1:24.409
202411,18,20,1:24.468
202411,19,13,1:24.192
202411,20,19,1:24.443
202412,1,1,1:25.011
202412,2,2,1:25.346
202412,4,4,1:25.674
202412,3,3,1:25.610
202412,5,6,1:25.818
202412,6,7,1:25.848
202412,7,9,1:26.041
202412,8,5,1:25.724
202412,9,11,1:26.142
202412,23,19,1:26.363
202412,11,14,1:26.201
202412,12,17,1:26.235
202412,13,8,1:26.033
202412,14,18,1:26.264
202412,15,15,1:26.219
202412,16,20,1:26.384
202412,17,16,1:26.235
202412,18,10,1:26.054
202412,19,13,1:26.155
202412,20,12,1:26.144
202413,1,1,1:22.524
202413,2,2,1:23.007
202413,4,3,1:23.038
202413,3,4,1:23.148
202413,5,5,1:23.295
202413,6,10,1:23.499
202413,7,8,1:23.471
202413,8,7,1:23.318
202413,9,17,1:23.735
202413,23,13,1:23.560
202413,11,11,1:23.528
202413,12,9,1:23.495
202413,13,6,1:23.314
202413,14,12,1:23.546
202413,15,15,1:23.693
202413,16,16,1:23.710
202413,22,20,1:23.910
202413,18,18,1:23.748
202413,19,14,1:23.655
202413,20,19,1:23.848
202414,1,1,1:28.146
202414,2,2,1:28.651
202414,4,3,1:28.863
202414,3,4,1:29.049
202414,5,7,1:29.245
202414,6,10,1:29.365
202414,7,6,1:29.211
202414,8,11,1:29.379
202414,9,8,1:29.249
202414,23,13,1:29.407
202414,11,12,1:29.385
202414,12,18,1:29.545
202414,13,9,1:29.323
202414,14,16,1:29.533
202414,15,20,1:29.878
202414,16,19,1:29.692
202414,22,17,1:29.533
202414,18,14,1:29.446
202414,19,5,1:29.210
202414,20,15,1:29.456
202415,1,1,1:26.879
202415,2,2,1:27.342
202415,4,4,1:27.683
202415,3,3,1:27.404
202415,5,8,1:27.997
202415,6,5,1:27.827
202415,7,9,1:28.063
202415,8,7,1:27.946
202415,9,10,1:28.163
202415,23,15,1:28.257
202415,11,17,1:28.297
202415,12,13,1:28.189
202415,13,6,1:27.895
202415,14,12,1:28.171
202415,15,19,1:28.362
202415,16,14,1:28.221
202415,22,16,1:28.259
202415,18,20,1:28.432
202415,19,11,1:28.166
202415,20,18,1:28.303
202416,1,1,1:28.837
202416,2,2,1:28.919
202416,4,4,1:29.457
202416,3,5,1:29.459
202416,5,3,1:29.343
202416,6,8,1:29.704
202416,7,10,1:29.833
202416,8,7,1:29.697
202416,9,9,1:29.831
202416,23,20,1:30.165
202416,11,11,1:29.836
202416,12,15,1:29.945
202416,13,6,1:29.611
202416,14,12,1:29.866
202416,15,13,1:29.926
202416,16,18,1:30.097
202416,22,16,1:30.079
202416,18,19,1:30.107
202416,19,14,1:29.945
202416,20,17,1:30.087
202417,1,1,1:24.069
202417,2,2,1:24.189
202417,4,3,1:24.379
202417,3,5,1:24.653
202417,5,10,1:24.727
202417,6,4,1:24.458
202417,7,7,1:24.683
202417,8,8,1:24.721
202417,9,12,1:24.926
202417,23,18,1:25.143
202417,11,13,1:24.950
202417,12,14,1:24.961
202417,13,9,1:24.722
202417,14,6,1:24.674
202417,15,16,1:25.126
202417,16,17,1:25.132
202417,22,20,1:25.328
202417,18,19,1:25.275
202417,19,11,1:24.859
202417,20,15,1:25.077
202418,1,1,1:19.950
202418,2,2,1:20.435
202418,4,4,1:20.645
202418,3,3,1:20.517
202418,5,6,1:20.954
202418,6,8,1:20.996
202418,7,10,1:21.142
202418,8,12,1:21.150
202418,9,7,1:20.989
202418,23,5,1:20.900
202418,11,15,1:21.195
202418,12,14,1:21.163
202418,13,9,1:21.065
202418,14,11,1:21.149
202418,15,16,1:21.269
202418,16,13,1:21.162
202418,22,20,1:21.424
202418,18,17,1:21.270
202418,19,18,1:21.344
202418,20,19,1:21.362
202419,1,1,1:30.094
202419,2,2,1:30.342
202419,4,4,1:30.745
202419,3,3,1:30.564
202419,5,7,1:31.116
202419,6,5,1:30.892
202419,7,6,1:31.102
202419,8,12,1:31.334
202419,9,16,1:31.434
202419,23,14,1:31.353
202419,11,13,1:31.348
202419,12,15,1:31.381
202419,13,9,1:31.170
202419,14,8,1:31.130
202419,15,11,1:31.312
202419,16,19,1:31.541
202419,22,17,1:31.528
202419,18,20,1:31.639
202419,19,18,1:31.533
202419,20,10,1:31.259
202420,1,1,1:29.254
202420,2,2,1:29.354
202420,4,3,1:29.717
202420,3,4,1:29.765
202420,5,6,1:30.081
202420,6,8,1:30.167
202420,7,5,1:29.991
202420,8,7,1:30.148
202420,9,16,1:30.446
202420,23,9,1:30.171
202420,11,13,1:30.264
202420,12,12,1:30.246
202420,13,10,1:30.219
202420,14,11,1:30.226
202420,15,15,1:30.316
202420,16,14,1:30.289
202420,22,20,1:30.730
202420,18,17,1:30.447
202420,19,19,1:30.537
202420,20,18,1:30.454
202421,1,1,1:23.859
202421,2,2,1:24.329
202421,4,4,1:24.415
202421,3,3,1:24.400
202421,5,6,1:24.739
202421,6,11,1:25.014
202421,7,8,1:24.918
202421,8,5,1:24.703
202421,9,13,1:25.134
202421,23,12,1:25.030
202421,11,15,1:25.182
202421,12,9,1:24.919
202421,13,7,1:24.885
202421,14,10,1:24.981
202421,15,19,1:25.365
202421,16,20,1:25.371
202421,22,18,1:25.273
202421,18,17,1:25.260
202421,19,16,1:25.212
202421,20,14,1:25.147
202422,1,1,1:30.800
202422,2,2,1:30.954
202422,4,4,1:31.478
202422,3,3,1:31.413
202422,5,7,1:31.682
202422,6,5,1:31.489
202422,7,8,1:31.693
202422,8,6,1:31.619
202422,9,19,1:32.212
202422,23,13,1:32.004
202422,11,10,1:31.769
202422,12,17,1:32.100
202422,13,14,1:32.013
202422,14,9,1:31.696
202422,15,16,1:32.059
202422,16,12,1:31.964
202422,22,15,1:32.032
202422,18,20,1:32.295
202422,19,11,1:31.857
202422,20,18,1:32.127
202501,1,1,1:29.472
202501,2,2,1:29.683
202501,4,11,1:30.164
202501,3,3,1:29.823
202501,5,10,1:30.127
202501,24,9,1:30.122
202501,7,8,1:30.120
202501,8,4,1:29.886
202501,9,15,1:30.245
202501,23,12,1:30.183
202501,11,13,1:30.227
202501,12,19,1:30.466
202501,13,5,1:29.913
202501,14,6,1:30.030
202501,15,20,1:30.482
202501,16,17,1:30.289
202501,22,16,1:30.288
202501,18,18,1:30.430
202501,19,7,1:30.114
202501,20,14,1:30.232
202502,1,1,1:27.665
202502,2,2,1:27.762
202502,4,16,1:28.572
202502,3,3,1:27.962
202502,5,5,1:28.196
202502,24,10,1:28.364
202502,7,4,1:28.143
202502,8,9,1:28.354
202502,9,15,1:28.455
202502,23,6,1:28.292
202502,11,14,1:28.454
202502,12,13,1:28.433
202502,13,8,1:28.350
202502,14,11,1:28.366
202502,15,12,1:28.429
202502,16,19,1:28.768
202502,22,18,1:28.589
202502,18,20,1:28.784
202502,19,7,1:28.346
202502,20,17,1:28.583
202503,1,1,1:28.830
202503,2,2,1:29.008
202503,4,7,1:29.404
202503,3,3,1:29.111
202503,5,4,1:29.242
202503,24,6,1:29.278
202503,7,5,1:29.246
202503,8,9,1:29.453
202503,9,8,1:29.422
202503,23,14,1:29.658
202503,11,12,1:29.536
202503,12,16,1:29.709
202503,13,11,1:29.478
202503,14,10,1:29.463
202503,15,18,1:29.728
202503,16,19,1:29.804
202503,22,17,1:29.719
202503,18,20,1:29.843
202503,19,13,1:29.562
202503,20,15,1:29.666
202504,1,1,1:29.660
202504,2,2,1:29.918
202504,4,11,1:30.309
202504,3,3,1:30.100
202504,5,8,1:30.225
202504,24,4,1:30.117
202504,7,6,1:30.203
202504,8,12,1:30.322
202504,9,14,1:30.462
202504,23,16,1:30.466
202504,11,18,1:30.582
202504,12,15,1:30.466
202504,13,9,1:30.250
202504,14,5,1:30.163
202504,15,13,1:30.379
202504,16,10,1:30.288
202504,22,20,1:30.756
202504,18,19,1:30.755
202504,19,17,1:30.549
202504,20,7,1:30.219
202505,1,1,1:21.790
202505,2,2,1:21.994
202505,4,15,1:22.565
202505,3,3,1:22.196
202505,5,11,1:22.481
202505,24,5,1:22.316
202505,7,13,1:22.505
202505,8,6,1:22.319
202505,9,12,1:22.483
202505,23,16,1:22.594
202505,11,19,1:22.821
202505,12,14,1:22.532
202505,13,4,1:22.248
202505,14,9,1:22.457
202505,15,7,1:22.442
202505,16,10,1:22.475
202505,22,20,1:22.950
202505,18,18,1:22.816
202505,19,8,1:22.448
202505,20,17,1:22.596
202506,1,1,1:21.501
202506,2,2,1:22.036
202506,4,9,1:22.435
202506,3,3,1:22.121
202506,5,6,1:22.378
202506,24,11,1:22.458
202506,7,10,1:22.457
202506,8,7,1:22.388
202506,9,17,1:22.693
202506,23,14,1:22.581
202506,11,18,1:22.702
202506,12,13,1:22.566
202506,13,5,1:22.365
202506,14,4,1:22.242
202506,15,8,1:22.425
202506,16,19,1:22.782
202506,22,20,1:22.990
202506,18,12,1:22.514
202506,19,15,1:22.655
202506,20,16,1:22.682
202507,1,3,1:27.698
202507,2,2,1:27.644
202507,4,7,1:27.908
202507,3,1,1:27.594
202507,5,10,1:28.069
202507,24,6,1:27.864
202507,7,4,1:27.839
202507,8,5,1:27.858
202507,9,9,1:28.010
202507,23,12,1:28.152
202507,11,15,1:28.281
202507,12,19,1:28.404
202507,13,11,1:28.104
202507,14,8,1:27.919
202507,15,17,1:28.304
202507,16,14,1:28.269
202507,22,20,1:28.449
202507,18,16,1:28.292
202507,19,13,1:28.202
202507,20,18,1:28.401
202508,1,1,1:28.339
202508,2,3,1:28.951
202508,4,12,1:29.231
202508,3,2,1:28.819
202508,5,6,1:29.061
202508,24,7,1:29.075
202508,7,4,1:28.998
202508,8,8,1:29.096
202508,9,13,1:29.256
202508,23,9,1:29.134
202508,11,14,1:29.290
202508,12,18,1:29.407
202508,13,5,1:29.024
202508,14,10,1:29.150
202508,15,15,1:29.294
202508,16,16,1:29.332
202508,22,20,1:29.645
202508,18,17,1:29.376
202508,19,19,1:29.478
202508,20,11,1:29.216
202509,1,2,1:23.317
202509,2,4,1:23.667
202509,4,3,1:23.634
202509,3,1,1:23.181
202509,5,5,1:23.789
202509,24,6,1:23.839
202509,7,14,1:24.155
202509,8,10,1:23.997
202509,9,15,1:24.170
202509,23,13,1:24.138
202509,11,11,1:24.104
202509,12,9,1:23.997
202509,13,7,1:23.886
202509,14,8,1:23.887
202509,15,19,1:24.444
202509,16,17,1:24.264
202509,22,18,1:24.318
202509,18,20,1:24.527
202509,19,12,1:24.129
202509,20,16,1:24.238
202510,1,2,1:21.805
202510,2,4,1:22.249
202510,4,3,1:21.946
202510,3,1,1:21.570
202510,5,9,1:22.327
202510,24,5,1:22.267
202510,7,8,1:22.324
202510,8,6,1:22.307
202510,9,15,1:22.563
202510,23,11,1:22.353
202510,11,20,1:22.802
202510,12,16,1:22.635
202510,13,7,1:22.309
202510,14,10,1:22.329
